Uniprot ID;EC number
Q4WDU0;
A0A1U8LKC6;
G7JUS9;4.1.1.35
A0A1U8NUZ2;1.13.99.1
A0A059BZ35;
A0A067DZ46;3.1.2.12
A8KB40;
A0A6I8Q5V2;2.7.1.11
H9GJ71;
B4FLH3;
Q9CAR5;
A0A2G2YBC0;
M5W7I6;2.7.1.11
Q08217;2.7.11.1
A0A0K9RR02;
A0A2I3T025;
I1IXY8;3.1.1.11
F6HIF1;
Q8BG51;3.6.5.-
M1BUR5;
A0A2C9W6W5;
A0A3B6SEL1;
C5WQ44;4.2.1.11
H9L0X6;2.7.7.84
A0A3B6KUA0;
Q4Q965;
D8R9C8;6.3.2.6
A0A078FAH9;
O14059;3.1.3.15
F6TRZ9;
F7E4Y4;
I1LLS4;2.3.1.39
A0A059BQI9;
P9WKJ7;1.1.1.86
Q57YH9;3.1.3.-
A0A1S4DR86;4.1.3.4
A0A251P0N1;
A0A2G3A5B3;1.1.1.37
A0A1B6Q4E8;
B9S8J8;
F6T368;
A7RX84;
G7JD38;5.3.1.5
A0A251RYX4;
A8WLE9;
K4A2A8;5.3.3.2
H3EN54;
A0A1D6K1Q0;
E9G7J1;
B9N3A5;
A0A1U8GGM1;
A0A251TJE8;
A0A2I4FC50;1.1.1.34
A0A2K1ZS65;
B8BS27;
Q9UUB4;6.3.2.6
B3DJ92;
A0A078JG23;
F6WDZ2;
Q89T14;
I1N2X1;
I1MHR0;2.5.1.6
Q9HT76;1.17.4.1
Q24093;3.1.1.-
F6PVD4;3.6.1.1
Q89MR7;6.3.3.1
Q8Y4D6;
A0A2J6JSF8;
K4ADM1;3.1.1.31
A0A059DBB4;
A0A1U8HVM2;
A0A3B6QHB6;
A0A1S4C657;1.11.1.7
W5MB52;1.3.8.8
Q57VH7;2.4.1.-
A0A0A0LRP0;
Q502K2;3.1.5.-
A0A078FLX0;
Q8ZQX7;3.5.99.6
A0A6I8Q0R4;2.7.4.6
Q32KJ9;"3.1.6.1; 3.1.6.15"
W5N3P0;
A0A067FPN7;
G3S8S6;
B6T4R3;2.7.7.9
Q6P875;6.3.4.4
A0A1S3Z844;
A0DTH2;1.2.4.2
P08461;2.3.1.12
Q9WYI0;2.5.1.19
A0A1D6HFH8;
D8RYV6;
C3ZZH4;
A0A1U8J9L8;
A0A1D6EC22;6.1.1.14
A0A1U8MKM3;3.5.4.5
I1IS95;5.2.1.8
A0A0A0LXC0;2.3.1.51
Q57648;2.7.7.6
P66008;1.6.1.1
A2E3A0;
A0A3B6BA24;1.11.1.7
I1MAL7;
A0A1S4ACU6;
C4LSN1;2.7.1.23
Q5A0V9;
A0A0K9PMP6;3.6.4.12
Q7ZYZ4;
A0A3B6NIN3;
A7E833;
Q9SJB4;3.1.1.-
A0A2C9VNA9;
A0A1U7ZSZ0;
Q502E8;3.5.4.3
A0A2I4G239;
K3XWW9;4.2.1.11
Q9TW67;3.5.1.52
Q9ZT48;2.3.2.8
H9GLJ6;
A0A3B5YWA8;5.2.1.8
A0A2J6JRG2;2.5.1.6
A0A251PC81;
A7S0P1;2.1.1.362
Q8TIN7;
A0A3B3HBR0;2.4.1.255
G1KNJ1;
A0A067EF61;3.1.1.11
F6HFI8;2.4.2.19
Q9LYK8;1.15.1.1
A0A251SKB2;2.7.4.3
A0A194YKC9;1.11.1.25
A0A022RPA7;
M3WGH9;1.14.11.7
A0A067FIZ8;1.11.1.7
A0A078G873;1.1.1.37
E9I3I5;3.2.1.45
G8B709;
C6KTC6;6.3.4.21
C8VRT4;
F6HHE3;
O66842;7.1.1.-
K3Y672;6.3.4.21
O13492;6.3.2.17
A0A2K1R8I0;3.1.1.-
Q4Q1G7;1.14.13.72
F7G6N4;3.1.3.9
C8V6I7;
M4CLP8;
M4EH67;6.3.1.2
A9VA36;2.7.10.2
Q6R9G1;
E7FC93;
F7EIQ3;2.8.2.8
A0A1K0FUK6;
F7FXK5;
A0A2I4GVA5;
Q6DHD6;5.1.3.3
A0A1S4DBZ6;2.5.1.16
M4DXI7;
A0A2J6LG97;6.2.1.12
A9TS20;
A8XR31;2.4.99.18
P31552;6.2.1.48
A0A059BY35;
Q2QWU7;2.3.1.-
A0A1U8IJ11;
I3L9P4;4.6.1.1
Q7NG42;
Q80ZG2;2.7.1.127
A0A1S4ATP2;
A0A1S4B4B4;
A0A3Q2HRP7;3.1.4.11
A0A078GTB4;
A0A3Q2UHG8;3.5.4.3
A0A2G3A109;
Q42577;7.1.1.2
A0A022RKC3;
M4CMY8;2.7.1.108
B9GG23;3.6.4.12
A0A1S3ZDQ1;
F6UHV9;3.5.1.98
Q4Q204;2.7.11.24
A0A022QJF0;
Q6Z0T7;4.1.2.25
A0A2G2Y034;
A0A251UFF7;3.1.1.11
A0A2K1IAH4;
E9QIV1;5.2.1.8
K3YQU9;1.1.1.193
A7SN32;
M4E8D9;
F6Q0E1;
Q8A6N7;6.1.1.21
A0A1S3ZMJ2;
A2EQW6;
G3UZ05;
G1K9W5;
A0A251MU09;
F6RRP5;
H3FN82;3.6.5.5
Q7UGM5;
A7EK41;2.4.2.7
Q0V596;3.6.1.74
Q9JYZ1;6.3.1.5
A0C5N5;
A7EC84;2.3.1.9
A8JAY5;6.1.1.1
F6S7Q9;1.13.11.11
Q16769;2.3.2.5
F6RCT7;5.2.1.8
O67655;1.1.1.37
Q9CA40;"3.6.1.22; 3.6.1.55; 3.6.1.67"
H3H398;
Q86PA5;
T1EEI5;4.6.1.2
F0ZE26;3.6.4.12
Q75DM1;2.3.1.286
Q8Y907;5.1.3.1
E3JUG5;
A0A078G729;
P75913;"1.1.1.79; 1.1.1.81"
A0A251SY34;
U5D9R2;
A0A2K1IEB9;4.1.2.13
C8VDW5;
A0A6I8STZ0;2.7.11.1
B4G051;
A9WHV4;3.5.4.13
G3QQ04;
A0CDU7;
B7QGK3;1.13.12.7
C3ZZV5;"1.20.4.2; 1.8.5.1"
Q74ZA2;
A0A1S4CNL9;
A0A3B6I1U1;4.2.1.11
M0ZVK1;2.7.11.24
O35776;2.4.1.212
A0A251SW91;
Q7PW40;
A0A3Q7EQB0;
A0A251TEY7;6.1.1.12
A0A2K3CRM9;
I1L7M7;
A0A2C9WAG9;
A0A061G8W6;
A0A1D5QIN3;
A0A2I2YTX1;
A0A3Q7GRA7;
C8VU63;
F6H575;
Q3SDL0;
B1L3U8;3.5.4.2
A0A3B6H3Z8;
Q8EBH1;5.3.1.9
A0A078JKA9;1.2.1.84
C8VNW8;2.6.1.52
A0A0A0L9Y1;5.3.1.8
A0A0A0LY49;
A2DRH6;
C4A0M4;2.7.1.160
F7HMW4;3.5.1.99
Q8H631;
B8BQ47;
E9G0I6;
G7JKZ4;4.2.1.91
A0A1D5PDR0;5.4.99.-
A2F345;
C3YSY8;
A0A2I4FUN3;
A0CRG1;2.7.11.24
M1BLZ5;
Q9NRB3;2.8.2.5
T1G373;3.6.4.12
Q02809;1.14.11.4
A0A1S4DQD0;4.2.1.47
A0A3Q7IW55;
F6HS55;3.6.1.9
B1WC68;"3.5.1.-; 3.5.1.98"
A0A0A0KZN3;
Q6ZA47;
A0DWM3;
Q9V9X7;2.7.7.8
F1RSX1;
A0A3B6SF27;5.2.1.8
A0A2J6LMR1;
Q95RU3;2.7.-.-
A0A1U8MRR6;3.1.1.11
Q5VMP2;4.1.2.25
C6KTD2;2.1.1.-
D7EZN2;"3.1.1.26; 3.1.1.3"
P78970;2.3.1.24
W1PW44;
A0A3B6EMI2;
A0A3Q2GVA6;
A9UNY3;
A0A251S399;
Q8EZB9;
A0A2K1Y3G6;1.15.1.1
F6ZLT6;2.5.1.22
F1Q9F3;2.7.1.137
A0A3Q7GVW7;
A0A0D1E147;
Q54H25;2.7.7.48
B0LUS8;
B5YKJ0;1.6.99.5
P27242;2.4.1.56
H9GBL2;2.7.10.2
A0A337SPE5;2.7.11.21
P20340;
M1C3W3;
Q1LXB7;7.2.1.3
F1NHQ4;2.4.1.198
A0A078IMD0;
A0A1D6JYZ2;4.2.1.91
M4FAL1;
Q17848;3.1.3.56
F1RCB2;3.6.4.13
A0A0A0KWW4;
I1GYS7;5.2.1.8
Q81F53;2.7.2.4
Q9RW02;"1.5.1.5; 3.5.4.9"
P0C503;2.7.7.6
A0A1D6IA25;
D8RJR7;2.7.1.21
D8SPM0;
E3K1L3;
C4M5G1;
A0A3B6IUB3;2.3.1.-
M4EFL9;
A0EDM2;
M4D2I4;2.7.11.1
A0A3B6NIH4;
D8RHR7;2.3.3.16
D2A4G0;
D6WZH1;2.7.11.24
E7FG27;
A0A3B6GX44;2.7.4.24
H9GHM4;2.3.1.5
Q9Y0B5;
Q5KK35;3.6.4.12
G3QGS2;
F7FG82;2.7.11.1
A0A1S4CHD8;
B4FQR3;
D6W7E6;5.1.3.15
A0A2J6KBQ1;
Q0U3M2;
Q8TL71;
A5HNV6;
A0A061EZN8;2.7.1.134
C5XUH8;3.6.4.12
Q1K523;
B9S8M9;
M4EUS5;
Q0V4C9;6.1.1.4
A0A1U8KY97;2.5.1.47
Q5NCB3;
Q2T9Y3;1.2.4.1
A0A3B6C803;5.1.3.3
A0A072UX04;6.2.1.3
B9R6Z6;
A0A2I2YTP7;3.1.4.-
M1CN65;
A0A2J8LPR7;
A0A2K2BXI0;3.1.3.48
A0A2K1IUD0;4.2.3.1
A0A0A0LQY1;
A0A0R0JTV5;
A0A1S3ZS83;
A0A2J6KC68;
Q8MSW2;
A0A078G0Y4;
A0A078GZ77;
D8SJL9;3.5.1.88
B8BZ07;
C5XAF9;
A0A0K9P6Z3;
A7EZ01;
A0A078H0F9;
H3FN63;
Q5U3R4;
K3XFW2;2.1.2.1
A0A2C9W2M5;
W1NJN7;3.1.1.11
Q9I501;
Q9WZS7;
A0A0K9PQ16;1.11.1.11
A0A022RR19;
D6X526;
B8CFB4;
Q9SY95;2.7.11.1
A0A368STR3;2.7.1.134
A0A2K2A8B4;3.1.1.11
A0A2J6JMM0;3.1.1.14
F1RAZ5;
A0A3B6HYW0;
Q7NFH4;1.1.1.85
O64827;2.1.1.-
Q819K2;3.5.1.88
D7U7X7;2.7.1.160
Q54DN6;2.7.1.6
B9SPS4;2.7.1.6
A0A1U8K9V8;2.7.7.8
A0A251PRU8;2.7.7.7
E3KL31;
A0A286ZLF6;2.7.11.13
A0A6I8SN56;
M1CCQ2;1.1.1.44
A0A1U8L3A3;5.4.2.2
A0A022RPG4;1.1.1.37
M5XQV4;
P72908;4.2.1.47
H9GET5;2.7.11.30
M4D2R0;
A0A1Z5RLK4;
Q54MQ7;2.5.1.46
W5NI79;
A0MGZ0;2.8.2.-
H2LXA7;3.1.4.-
F1REG7;
W1P2B0;5.3.1.8
A5PMH7;
H2MFA3;2.1.2.1
K0J107;1.1.1.37
D8RS17;
Q9HRC2;3.1.3.-
A0A3B6Q9Q0;
A0A2J6KC00;
A0A2K3DRX6;
H9GRZ9;
A9USR5;
A0A2I2ZFU7;
C8VA40;2.3.1.4
H3FG15;
Q4WD65;2.6.1.62
F1QGL8;
D6WPA2;2.4.2.28
A0A3B5ZX56;
A0A078F649;2.7.7.6
A0A3B6KK25;
M1BRV8;
A8XJH8;
A0A0A0KDL8;
Q53GQ0;"1.1.1.330; 1.1.1.62"
F1QKS8;
A0A1Z5RKL6;1.11.1.6
Q0UMD0;
Q9ULW8;3.5.3.15
E7FC59;"3.1.3.16; 3.1.3.48; 3.1.3.67"
C3ZA33;
M9NEW2;2.3.1.48
H9G448;
A0A078IX14;
Q8BZ06;
A0A1Z5RB94;
A0A1D5QSG3;
H3DXW1;
Q8PDG4;2.7.11.1
Q28CC9;1.3.8.6
A0DQW6;
F6U3T3;2.7.11.1
A0A0K9PB27;
P56104;2.7.4.3
Q8L6Z9;6.3.4.2
A0A452DJB9;
A0A2K1KPE4;
A0A2R8Q3J3;1.14.11.7
A0A3B6EJJ5;2.7.11.1
A0A2I2ZJY9;3.6.4.13
P18653;2.7.11.1
A7EPE0;3.1.3.41
A0A1S4AT93;2.3.2.27
A0A0A0LFK4;2.5.1.47
A0A059AU68;
A0A2I3RWB5;
Q758C2;
F4P183;
A0A251SHU3;2.3.1.30
C8V9D0;
A0A2K1YA98;
G7LCY6;5.2.1.8
A0A1D8PH53;
Q8TU09;6.5.1.-
A0A2C9VW26;6.1.1.3
T1G3S8;
A0A1U8HW01;
F1SFX0;1.1.1.27
A0A022R2T3;1.11.1.7
T1ELZ9;
A0A078FQB2;
I1J2A0;2.7.11.1
E1B8Q4;
M1CGZ0;
Q746T6;7.1.1.-
F6W213;
A0A059CAB5;2.7.11.1
A0A2C9WJY9;
A0A0R4IUY2;3.1.4.-
Q9VQX4;6.3.4.21
H3G8I5;4.1.1.35
P44305;2.3.1.266
Q9SJQ0;2.7.1.40
A0A1U8MY79;5.3.1.23
B6SHG7;2.1.1.33
K7L8Z7;
F6VDE1;
Q9K0K4;2.1.1.228
A0A0K9NK47;
A0A061FEQ0;2.7.11.1
A0A251TH00;3.6.4.12
M1D8L6;
A0A2K1KXM1;2.7.7.6
A0A3Q7EZ95;1.1.1.37
A0A2J6MJG7;
Q8WQM5;2.7.10.2
Q8ZN94;2.4.2.1
A0A2J6JQE9;
A0A078IHQ6;
A0A2C9UQC0;
A0A2C9UV55;
D8RAN4;3.6.4.12
A0A3B5YR65;3.1.1.-
M4DUR0;
Q0UCD8;2.7.12.1
Q54HQ0;
P26188;2.1.1.63
A7F8U3;
Q4WPA6;
B7PUD4;1.14.11.66
A0A1U8L7F3;
E1BC69;
Q4QCC1;
A0A059BKD4;3.1.1.-
M1CBW7;
K3Z7A5;
A0A251S3C9;
A0A251UL68;
B9SB25;
K3YT47;
Q9VE09;6.3.5.7
A0A067G7Q9;2.7.11.1
E9GN98;
A0A194YMK3;
A0A1U8HT63;2.7.7.6
A0A251TDE5;
Q7SY23;1.2.1.88
Q7PLE8;
A0A022QW37;3.3.1.1
A8BTU8;
A0A251P3V3;
Q4WLH7;4.1.1.15
A0A3B6LQ37;
H9GLA2;2.7.10.2
A0A059CS67;
T1FUS8;
A0A251TP05;3.1.1.11
P44848;2.3.1.51
Q8RGJ6;
Q00266;2.5.1.6
A0A2C9VEQ2;5.3.1.16
A0A368REM9;3.1.1.-
A0A3B6SQ28;2.7.7.-
A0A3Q1LHL3;
F2DMM9;2.8.1.8
H3G512;
Q3LUM5;
M5X4C3;
Q9KY21;
A0A1U8KUS6;
Q7PZJ8;
A0A2I4EFI5;
W5MKW1;
K3ZAA6;3.1.2.12
A0A078GTH3;
G1KF00;3.1.3.48
B8E2X6;1.1.1.267
A0A2K3DUH4;2.7.1.30
A0A3Q7FGN1;
Q7NPE9;
W5CY64;
A0A059C7Q9;
H9G7M0;
Q4WN70;1.1.1.41
Q751S7;
A0A059ALC2;
C4LWX7;6.1.1.19
A0A1U8HU84;
H2MGA1;2.7.2.3
Q54IL7;1.5.1.2
W5MIU4;
A0A368RI52;
A0A3N7FWG4;
D6WIB3;4.6.1.1
H2M205;2.4.2.8
A0A0R4IXR0;
P16440;2.5.1.9
B9HBG2;1.1.1.271
A0A078J2T8;
A0A3B5YYM1;6.3.4.5
A0A2K1YWH8;3.1.4.11
A0A1Z5SBC0;
B1H0Z4;2.1.1.67
B8BU66;2.7.1.36
A0A2I4GIT8;
E1C0E9;
D8RQV0;
M5W3L4;3.6.5.-
A0A1S4BYE3;
A0A078EAI3;
P51689;3.1.6.-
A0A3B6GP98;
A0A078GKZ0;5.2.1.8
A0A2G2YS16;
F6ZIV2;2.8.2.-
B7PAS3;3.1.3.48
P19955;
A8XLG4;
A8X635;
B9T7E5;3.6.4.12
B8BQP1;2.7.1.90
A0A2C9U8Y4;1.11.1.7
A0A3B6FQ19;
Q96G03;"5.4.2.2; 5.4.2.7"
M1C2Q6;
F6I5C5;
A0A059AF59;
A7RUY4;
M1B9G6;
A0A072V2G9;
A0A1D6NFX8;
A0A1D6LHF6;
A0A3B5XUC9;
A0A337SDR0;
F6ZHH2;3.5.3.15
Q7UH30;6.1.1.6
A0A3B6B423;
E9G5S8;
A0CTL5;
H3F7R7;2.7.1.67
Q9SA77;5.1.3.5
Q8C2M8;
O96610;
Q7CQU1;2.3.1.54
A0A3B3IHM2;
W1P3A3;2.7.11.1
A0A1S3Z858;
A0A2K1IAT3;
A0A251V955;2.7.4.6
A0A2K2CY24;
H2MIN2;
Q8RF44;"2.3.2.2; 3.4.19.13"
Q562C9;"1.13.11.53; 1.13.11.54"
A0A090LXU5;
Q814M4;1.1.1.3
A0A2I4EGW9;2.7.7.4
P40422;
Q95RR5;"2.7.1.-; 2.7.1.137; 2.7.1.154"
A0A061EIH3;5.3.1.8
A0A078FC93;
A0A3Q7FDI9;3.6.4.13
F6UDJ8;
A0A078I101;
U5D7E5;4.2.1.47
A0A251TSX0;6.3.2.17
O13899;
Q5PQX0;4.1.1.35
Q8P5U7;3.6.4.12
C3YTT3;3.6.1.9
A0A3B6PL82;
Q8TCG2;2.7.1.67
F4NZ15;2.6.1.16
B8BT87;6.1.1.1
A2DVL3;
Q9AK84;1.4.4.2
A0A0D1CMZ9;3.6.4.12
A0A3B5YTH1;
A0A3Q7HN35;2.7.11.1
A0A2R8Q2S8;
X1WGS2;2.7.11.1
A0A2C9UD50;
A0A1S4CX97;6.1.1.21
F1RG60;
Q4P2Q7;1.13.11.6
A0A1D6K7Z2;
A0A0R0FWK1;
A0A199U9I8;
A0A2J6L354;
P36410;
I1HEX8;3.1.1.11
P22333;3.5.4.4
A0DK55;6.5.1.1
A0A2G3AIE4;3.6.4.12
A0A3B6D7S7;
Q8ZSN8;
A0A251UNM5;
B8BUJ2;
B8CBQ2;1.6.5.3
E9HLH3;
E7F1M5;2.7.10.2
G1KQY4;
E3JUH3;
A2E0M1;
E9GXW6;5.1.3.15
Q0UXH5;
G7N9P3;
Q7K707;5.3.1.9
A9V264;2.7.10.2
Q6GL78;3.3.2.6
Q9UBT6;2.7.7.7
M4CWI4;
A0A2K1KCV5;
A0A078IJZ9;
Q7TTZ1;2.3.1.179
A0A3B5YW27;
A0A061EAS1;3.1.4.46
A0A078IPI2;2.1.1.193
A0A2R8QDS1;
A0A1U8I0U7;3.6.4.12
A0A2K3CXW8;
G3RGX4;3.6.4.12
A0A3N7FED1;2.7.7.48
E9HQE7;
A0A251TDZ7;
A0A251SBS4;
A0A0D1E8D8;
A0A0R4IM52;2.8.2.-
O76339;2.1.1.63
P24203;3.6.-.-
K3YSB0;
A0A090M4A9;
A7F935;2.4.1.16
A0A1U8N8S5;
B6SUL6;
A0A1S3YPB4;
A8XHM6;2.7.1.59
H3EDY3;
Q8TDR2;2.7.11.1
A0A1S3XQ40;2.7.4.9
A0A1U8HP53;
A0E475;
A0A2I3S6P3;1.4.3.-
A2FHX4;
P0A7B8;3.4.25.2
A0A022R499;
A0A022QTP4;6.1.1.12
A0A0K9RXM4;6.1.1.19
Q4WPP6;
I1IRN0;1.2.4.1
D8S3P8;
A0A2C9VB60;2.5.1.47
M4E1P2;1.13.11.5
Q922E4;2.7.7.14
A0A251UJB9;
Q74EM9;2.4.2.9
M4CYM3;
A0A1S3XSC6;2.5.1.61
A0A2I4F707;
C3Y6S0;
D8ADB5;"4.2.1.-; 4.2.1.8"
P10817;
Q89WA4;2.1.1.33
A0A2I2UDM9;2.1.1.355
A8XK10;2.7.1.107
A0A2I4EZB8;
Q8ZR87;4.3.2.3
A0A3B6TR55;
A0A3B6TQK9;
I1IWP2;4.1.1.48
A0A022RUU5;
F4NUG9;3.4.-.-
C3YVT0;
A0A368RNV7;
A0A1U8MTR7;
A9A1C9;6.3.5.-
A0A1S3XYH5;3.6.1.1
Q4H396;
A0A061FHD8;4.2.1.24
A0A3B6TGC7;
Q5AUG6;
Q75DL2;
A0A0R0FCS4;3.1.1.-
Q59TB2;3.6.4.13
A0A1D6QBZ8;
A0A1D6KCE1;1.5.1.3
A7T8B5;5.3.1.9
A7SNG6;
G1KBH8;
A0A1U7YY94;6.1.1.20
F6ZA49;
A7E9T5;
M4D6U6;
O07898;5.4.4.2
A0A3B6C8B8;2.7.1.11
F0ZIN3;
Q9W3B3;4.2.1.75
A9WFM6;
A0A3Q7EQD0;2.5.1.3
H3EJF3;
A0A0D1E050;
K7MCA5;
B3RKY8;
I1I1N6;6.1.1.1
B5YLE5;"2.1.2.3; 3.5.4.10"
Q4FIE7;
Q6DWK3;3.5.1.41
A0A059BAV6;3.5.4.25
A0A1U8K3L9;
D8SIG4;
W5MA77;2.7.1.153
A0A2C9V214;
H3H6L0;3.5.4.6
Q9KPT8;2.7.2.11
H2MDD4;
U5D4R9;3.1.1.11
M0ZY03;3.1.4.46
A0A2K1ZM47;1.1.1.37
P30519;1.14.14.18
B8JKD7;2.7.7.6
C3ZSW9;
H2LWX7;2.7.11.1
P41498;"3.1.3.2; 3.1.3.48"
Q1WM15;2.7.1.1
D3ZAP9;1.1.1.8
I1MXW3;
A0A3B3HY46;3.6.5.5
A0A059BX86;
K7MZI7;3.1.1.11
A0A1U8PWM2;2.5.1.32
T1G2P4;3.1.4.-
A0A2G3ABX8;
Q9VJ39;3.3.2.6
F0ZB76;
B8JJ24;2.7.3.2
M4EG81;6.3.5.2
Q8I384;3.5.3.1
E9AEW4;6.1.1.3
A0A2J6KEL4;
H9GAT2;
Q819X0;6.2.1.5
A0A022QSX1;
A0A1D6HSW9;6.1.1.15
A0A3Q2TX06;
B5YK67;2.7.7.18
G5EDY0;2.7.1.137
Q9USX7;2.7.11.1
F7GRT0;6.3.4.21
A0A059C3E5;
Q814V3;2.4.2.9
A0A1U8GCP9;2.5.1.47
I7LW01;
I1HHI1;
Q8GSM9;1.14.14.17
A0A0G2JUD2;3.6.1.1
E9HAL6;
D8SPP5;2.7.1.40
A0CYI7;
G3RDC2;
A0A1D6IWT6;
W5MIQ9;2.7.4.6
P38787;1.1.1.169
Q6CDN6;4.1.3.4
A0A059B7B0;5.2.1.8
G3SGI4;2.3.1.57
Q0UMS4;6.5.1.1
A0A1D6I4T8;
Q9EWW1;4.3.1.3
A0A0A0M2A5;
A0DI52;
E7F6X2;1.17.4.4
F1NSG8;
F7B490;
A0A1D5PXA1;2.7.11.-
A9SQH1;
A0A0K9Q9W7;
A0A251L2I3;4.1.1.19
A0A1U8MM49;3.3.1.1
A0CEX8;
M9WK08;2.7.11.1
A0A072V1T7;
Q9LE06;2.6.1.88
A0EA90;
Q00UC7;3.6.4.12
A0A2G2Y1R4;
G7JF44;2.7.11.1
K7MX92;3.6.4.13
Q4G3H4;2.7.11.10
A0A2C9VYJ6;2.7.7.7
Q58445;2.7.7.6
Q9RYX4;3.5.4.3
A0A1U8QAI4;
A0A3B6C581;
P15043;3.6.4.12
A0A072U2B3;4.1.1.36
B7FKU7;2.5.1.47
H2LPC8;1.7.3.3
A0A368SH28;
A0A3B6SJL4;
A0A0K9RHW4;2.7.1.71
Q9HA77;6.1.1.16
A0A059DH22;
Q4WJW2;
A0A1U8GQ16;5.3.1.8
P21179;1.11.1.6
A0A2J6LBY7;
O60701;1.1.1.22
A0A0D1CK77;
A0A2J6JWZ4;
Q8RW90;3.7.1.2
M1A0X2;2.2.1.2
F7CG09;
T1F8E0;
G5EGU3;2.3.1.48
B7EQL6;
A0A078F3V4;
C3Y1V1;
F1MKA6;6.1.1.7
A0A3Q7G5T4;2.7.1.17
A0A1S4AB33;
Q9U4F5;
B9S438;3.6.4.12
A0A067E2R5;
W5MJ75;
A0A0D1C8I4;2.3.1.48
I1MV76;
A5D7K0;1.3.1.24
D6WHW1;6.1.1.12
P47120;1.14.99.29
A0A3B6GQ83;6.1.1.3
A0A059C2Z5;
I1INU4;
B7ZX15;2.7.1.11
A0A251UX74;
A0A3Q2UFW7;
M5WSU7;5.1.3.15
O25514;2.5.1.3
A0A1U8DWX6;
A0A3Q1LVP5;2.4.1.-
A0A2K1L885;3.1.4.46
A0A0D1E5Y2;2.7.11.24
A0A3B5ZYX1;
H3G825;
O16453;1.16.3.1
Q9JIW9;3.6.5.2
Q0JPV9;2.7.7.48
A0A059CHK7;3.1.3.12
A0A059CF53;
O66592;3.6.1.23
C3YGB9;
Q4G019;
W1PA87;
F7CVI4;6.1.1.5
A5PKJ4;2.7.11.24
A0A3B6MTP6;
Q4V8K3;2.3.1.255
A0A1U8ISV7;
B8CCH8;
D8R6G8;2.7.1.36
Q5BD95;
B9T2V9;3.1.3.12
A0A022RR25;
A0A251N535;1.11.1.7
A0A0P0W1R4;1.1.1.85
A0A1P8B2C9;
A0A0K9P1E9;3.6.4.12
Q8H4E0;1.1.1.37
A0A2C9W9T3;
P0CQ00;5.2.1.8
A0A1D5PAU7;3.5.1.14
A0A6I8QE17;2.1.2.10
C5X121;
A0A251V834;1.1.1.25
M3W8J3;2.7.10.2
G5EC84;2.4.1.80
A0A1S3Y1Y7;
A0A1S4ATJ2;2.7.1.25
A0A3B6AV39;
A0A2C9WNB9;
F4NU48;3.5.4.3
Q78WZ7;
G7INV1;1.11.1.7
A0A061FA06;1.1.3.15
A0A3B5ZX34;
A0A3Q7G8G0;2.4.1.1
P73511;2.4.1.1
A0A3B6MZH2;4.2.1.20
P34003;2.7.1.71
E9FR08;
Q6FM56;1.11.1.6
Q4WAI4;6.1.1.5
B9SDF7;2.7.12.1
F1SUF6;6.1.1.5
Q9WYJ5;
A0A251VCT5;2.7.11.1
Q8AB68;2.3.1.51
B9RET4;2.5.1.47
W1P8G8;
A0A1U8PNV5;2.7.11.1
Q4WNV2;3.-.-.-
A0A1W0W0T1;
D8QQT3;
A0A2C9W6Q4;2.1.1.228
A0A2I4GVC3;1.4.3.-
D8RIK0;6.1.1.15
A7SCA4;
K7C495;2.7.11.1
A0A0R0JQZ2;
P51812;2.7.11.1
D8R8G5;
A0A3B3IJS9;"2.3.2.2; 3.4.19.13"
A0A3Q7HIX1;2.7.11.24
F1QYQ1;2.7.11.1
A0A139WC59;"2.6.1.19; 2.6.1.22"
F7F8D1;5.2.1.8
Q22203;
A2EZ60;
W5A874;1.8.1.4
A2E0P5;
B9GPS8;
A0A368Q474;
A0A3B6LL76;4.1.1.31
T1FXD8;2.7.11.1
Q7URB7;1.6.99.3
A0A2C9UKG3;1.1.1.267
A0A2G3AA47;2.3.1.30
A2E0A3;
A0A2J6MGP2;
H9GL00;
A0A2I2Y3L7;
Q9JMK2;2.7.11.1
Q9QXZ0;
A0DNC5;
A0A251V8H6;
K7M4H0;
Q9HU83;4.2.1.49
H3GU60;
A0A1D6JEF6;
A7F9T4;
H3GD15;6.1.1.10
A0A1U8F7L8;2.4.2.30
A0A1S4D8E2;
P04626;2.7.10.1
A0A1S4A774;
A7WK81;1.14.13.39
A0A1D8PHJ4;
B9SSD5;4.1.1.49
A0A2K1JW70;5.2.1.8
A0A059C0M3;6.1.1.21
A0A059CPF2;
I1GP88;4.3.1.19
Q97VS6;4.2.1.17
Q97ZG6;
M1BGV1;
A0A072U6W2;1.1.1.8
F0ZXW2;
A9WAJ3;1.6.99.5
A0A078IV92;2.7.11.1
A0A1Y3BX43;
A0A2K1IWW8;5.2.1.8
F1A482;2.7.11.1
A0A072VTK3;
Q8ILL1;4.2.1.17
Q920N9;1.1.1.10
A0A139WBP6;
Q9U6H7;
A0A3B5ZSZ8;
A0A2K1JLT2;3.4.21.53
A0A3B5YZZ3;2.3.2.8
G1KJJ5;
A0A3B6KLP1;2.5.1.47
A0A078GL91;
F4JTP5;2.7.11.1
A0A2C9U3P1;
D8QNY0;
F6WDT0;7.1.1.2
K7K997;
M0ZVI1;5.1.3.15
Q5K7B8;
Q9D3E4;
A0A1U8JX72;5.4.2.2
Q4WM34;
A0A3B3HIY1;
F1QQS5;
A0A2I4HUP4;
A0A2K1Z962;1.1.1.34
A0A3Q7I0Z8;
C3Z4C0;
Q8EXA4;4.1.1.23
G7KHD4;
