Uniprot ID;EC number
A0E8V0;
A0A0K9P2A5;
Q802W5;2.4.2.8
D8S592;
F1QXU2;2.7.11.1
M1BTN1;2.6.1.1
Q89PW8;
W5MRM3;6.1.1.16
E9H9R8;
A0A2J6JLG3;2.2.1.6
A0A2R8RMP3;
A0A2C9W3U7;
A0A6I8RF28;
A0A1S4C0Z3;
K4AJX3;
A0A2K1R753;3.1.3.25
A7RNU4;
A7EQB5;
A0A2R8RN62;
M3W6S2;
Q91XL3;4.1.1.35
A0A3B6NPU8;
O94692;3.6.4.12
A0A2C9UAM3;3.1.1.11
A0A2J6MBG5;
A0A368QNN2;2.5.1.32
A0BNX5;
F7D3I7;
H3G147;
A5HYA1;
Q8A677;2.7.4.8
Q8THX4;
W1NFV6;
Q6PGY1;1.13.11.63
D7TBL7;2.6.1.1
A0A1B6P7S3;2.3.1.4
B3S3U9;
Q8A037;
A0A3B6IQ92;
P58032;2.1.1.-
B9T4L7;1.13.12.7
A7EWC0;2.3.1.48
B9HYX2;
F7G523;
A0A0K9Q1F4;2.3.1.41
A7T7R5;
Q9C9X5;
A0A2J6JJE5;3.1.1.-
A0A1U8LM52;
I1IZA3;4.1.1.50
C3YJ47;
A0A059D9T8;
W1PNH2;3.1.3.11
A0A1D6JVM0;3.1.2.12
A0A3B3HDR1;3.1.3.48
Q86A85;2.4.2.14
U5D5L3;2.4.1.143
F6I6U5;2.7.11.1
A0A078ITW4;
Q0QLE6;5.3.3.6
Q5JGG2;
I1JPH8;2.4.2.17
A0A139WBZ2;
A0A2K3CTS8;
U5D2G5;
G3R7S8;
F7FZA5;
A0A251T7P3;
E9G502;
P45271;2.7.1.148
H2QDH4;2.7.1.107
A0A2I3S6X1;
Q309F3;
A0A2G2XX62;1.2.1.84
G3S223;
A0A1S4DL16;2.1.1.56
F6XEX3;
A0A078IP30;2.7.11.1
A0A2J6M2W7;6.3.4.21
A0A061DKS1;2.4.1.34
D6WUT9;
A0A2J6LZG5;2.5.1.47
A2G2E9;
O69969;5.1.1.7
A0A061FEC6;2.4.1.83
A9UUH1;
A0A3B6QF30;2.1.1.228
A0A067DRG4;
B7PMB0;1.14.11.27
A0A251TK88;
A0A2J6LCC0;
F4HYG2;2.7.11.1
Q59U72;4.99.1.1
A0A059C0R0;3.1.3.48
K3YPP7;
A0A251UNP8;
B7ZD37;
Q08BC5;1.1.1.270
C6KST9;2.3.3.1
P28051;
O94505;3.1.3.7
A0A2I4FQ61;5.2.1.8
A8X122;2.7.1.20
A7F1X2;2.7.7.7
A0A072TTZ5;
P49319;1.11.1.6
Q8R3C7;3.6.4.13
W5NB58;
A0A059AZY3;
A0A3B5Z314;2.7.1.11
O48814;2.7.11.1
A0A2I2U408;4.6.1.2
A0A2K2APE4;3.1.3.7
A0A2I3TIB4;
A0A3Q7FT79;6.3.4.2
Q58692;2.8.1.6
H2Q4I8;
A0D573;4.3.1.19
E3L8H0;
A9VBY4;2.7.11.1
I1GUE5;
Q9R0Q7;5.3.99.3
Q54TA1;2.7.11.1
A8XUH6;3.1.2.22
A2DMX1;
A0BJR2;
E9GU31;
A0A078HZW0;3.1.4.46
P21342;
A0A3N7ERV0;
A0A2K3DKC3;1.2.4.1
A0A2K2ASQ1;2.3.1.48
Q8JFP1;3.6.4.13
Q99J72;3.5.4.38
H2LS12;2.4.1.-
U5CTF7;
Q4QCP6;
G3RIM9;2.7.1.1
Q7Q0N9;
A0A1U8Q0N9;
A8XG37;
E9I2K3;
W5MG04;2.7.11.13
K7E7J4;3.1.1.47
A0A0A0LQ24;3.1.1.-
A0A078HQM7;5.4.99.5
A0A0A0KSE7;5.3.1.24
A0A251UGD3;6.3.5.2
M1BPD8;
P56462;3.5.4.16
A0A1U8LPB7;
A0A3B6LQY3;
A7T1N4;
A0A368RSS4;
Q4Q8P6;1.1.5.3
A0A2J6LFT5;
Q5BFI1;
Q6CAF8;1.1.1.86
A0A287R0P1;2.6.1.16
G1KT98;2.1.1.-
Q7XZV8;
F1NZH9;
A0A1S3Y9E9;2.6.1.1
T1FUC6;2.3.1.48
P42884;1.1.1.-
Q9LU46;3.6.4.13
P29036;1.16.3.1
E3L295;
Q9FLE2;
W5F978;
A0A059CBB2;
A0A061FGL2;
A0A090M570;4.2.1.2
A5I0L1;6.1.1.12
A8Y443;2.7.11.13
A9WBX9;
O54863;2.7.11.1
A0A078HR99;
F6WEX2;3.1.3.4
P43550;"2.7.1.28; 2.7.1.29"
B9SSI2;6.1.1.20
M1CCH9;
H6QS38;
A9WK53;1.17.1.8
Q22619;7.1.1.2
F4NUY5;
Q9LW62;2.7.11.1
A0A2C9V160;
A0A2J6MBQ5;
Q7Q292;2.7.4.14
F6UTV1;"6.2.1.4; 6.2.1.5"
A0A0P0XCU4;6.1.1.1
F7FIB7;"3.1.3.16; 3.1.3.48"
A0A2I4FG19;
A0A2K3E0H7;6.1.1.20
M4F007;
P74578;2.5.1.72
A0A3Q2TUS7;
Q5AGX8;2.3.1.12
A0A2J6K4I5;
A0A0P0WFH6;2.7.11.1
B1WBT4;
F1MSQ2;2.7.11.30
A0A0K9NQL0;3.1.1.11
Q9SNS9;
F1QNV6;
A0CM46;
H3H4R1;2.4.2.-
Q0J7E4;1.14.19.-
Q9P5X6;3.6.5.-
Q8LQA0;3.1.1.11
B8C628;4.4.1.17
A0A1U7YWV1;
A0A6I8SN30;
Q6C3D2;
M4E8H3;
A0A1D6HP90;1.1.1.284
Q89GA7;6.3.2.4
Q99258;4.1.99.12
P54132;3.6.4.12
A0A1D6M0G9;
I1HGT8;
G5EC14;
Q2HRX3;3.1.1.11
P53615;4.2.1.1
A0A2J6KMU9;3.6.5.5
E9GGQ5;2.7.7.7
A0A022Q613;
A8XNT6;2.6.1.1
D8RJV3;
A0A2I4G997;4.2.1.19
A0A0H2UJT0;
S4YYJ7;7.1.1.-
A0A0K9R3R6;
F1SIC9;1.4.3.13
F6Q7E6;2.7.11.1
V5IM08;
I1KE06;3.1.3.7
Q5KBU8;
F6YF40;2.7.4.24
A2ET30;
Q9LE81;2.7.11.1
A0A0A0LKT9;
A0A022RGD7;
Q5AYC3;
V5IL37;
A0A1U8NNU0;
A0A0K9QQL6;3.6.4.12
A0A2K1KPC0;
B1N378;2.5.1.6
A0A0K9P013;
A0A337SFP7;"2.7.4.3; 2.7.4.6"
A2ET29;
D8SIZ4;
A0A2K1JRP8;
F6H2B0;
A0A2J6JR79;1.11.1.7
A0A067FFI3;
G0Z6G3;
Q6C3Q2;6.3.2.6
A7F8R0;2.3.1.1
F1RQP0;1.11.1.24
A0A0Q3GPX9;1.2.1.-
Q81I14;4.3.1.1
A0A2J6KB09;2.4.1.80
D8T062;
A0A1S3WXT1;
A0A2J6MHH9;2.2.1.2
A0CTD5;
A9V014;2.7.10.2
A0A251VP01;
A0A368PEM8;
B7PHV0;
Q9HYV7;2.3.1.207
A0A0A0L637;
F7H0D2;2.7.2.3
F7GGG0;4.2.1.1
A0A1U8MTS4;
B0S4T7;2.7.11.13
B3S0P8;3.6.4.12
A0A061DIW6;
D8T0M2;
G5EFY1;
A0A1U8IJJ1;2.5.1.18
D3ZRT2;4.2.1.11
P54523;2.2.1.7
A0A090M4Y9;
P9WP91;2.7.8.26
B8CFY5;
B9SE47;1.1.1.37
O84611;3.6.1.66
A0A059A062;
A9UPW6;
O31826;6.2.1.-
A0A251R9A9;
C5XRE8;
A0A1S3Y9A6;
A0A061EDQ1;6.1.1.3
A2DBA4;
A0A0A0M3A5;2.7.1.150
A0A3N7FIF0;2.7.1.40
B9RVS9;
E3KPN5;
B9HMB5;2.7.4.8
O80731;3.1.1.-
A0A1W0W1W5;
W5MV82;
A0A1D6NZZ6;
A0A3Q1MB81;3.7.1.3
F0ZZC5;
E9I0X4;
A0A0K9PCU8;
H2LJE4;
A0A3N7EN77;
Q7UVP4;4.2.1.46
A0A090MBE0;1.8.1.7
A0A3B6QBD3;
A0A1U8M7S5;
F7H3Z0;
A0A2I2V0H7;
O50418;
T1FXE6;
A0A3Q2U1G8;2.7.11.30
Q57W54;6.1.1.3
A0A0K9QN14;"2.10.1.1; 2.7.7.75"
A0A251T378;
A0A2K3E060;
A0A0R0EJZ5;
Q0DNG9;
C3Z3T3;2.3.1.286
M4D9L8;2.4.1.143
Q10Q31;
A2DUA9;
F4P902;
A0A067DYM8;
A7SMM6;1.4.3.-
A0A2G2Y529;
P40376;2.7.11.11
K3ZR51;
A0A022R6Q9;2.7.1.108
A9UYG6;
A0A0K9R091;
A0A2J6KZG9;
Q9S9N9;1.2.1.44
Q5AYZ6;
A0A2R8RXK7;3.1.4.-
A0CWH2;
Q0UTD0;
P16050;"1.13.11.-; 1.13.11.12; 1.13.11.31; 1.13.11.33"
K3Y7I9;
Q5BA81;6.2.1.-
B3S1E8;
G3R0Z3;
A0A3B6ENC3;
A0A3B6E9L7;
Q7S0U6;
Q0J290;1.5.3.-
D7EIJ9;
A0A2K1K6J2;3.1.4.4
K3XYS0;
A0A2K3DXL1;3.6.4.12
A0A3B3H6G2;
A0A0A0L7G0;
G7KTN5;
I1HE99;1.11.1.25
Q9QUM7;
A0A494G8P7;
T1FMC7;5.3.1.1
K7KQP0;
P51828;4.6.1.1
Q9VM90;2.7.11.1
A0A078HLM4;
A0A0D1C4S6;2.7.11.1
A0A1S4AUI6;3.2.1.51
A0A0K9PK96;
C3ZB42;
A0A078JU77;3.1.1.11
I1JBV5;1.2.4.1
A0A061ACY0;3.1.2.22
A0A251UHD9;2.7.11.1
M5XDF5;
C3ZCA8;
D8QSK0;5.4.99.30
P0C957;3.1.1.5
K3Z298;2.1.1.228
A7SV95;2.3.1.257
A0A3B6RRN6;1.1.1.271
A2DDP5;
A0A059B9A0;2.7.4.3
A0A2K3D9G2;
A0CR44;2.7.4.24
A2G189;
A0A0K9PHU2;
K7TKN8;
P11157;1.17.4.1
D8SJQ2;2.1.2.11
D6WHR4;1.2.4.1
D7SN01;3.6.5.5
Q8CGY8;2.4.1.255
A0A022R1Y4;
A0A2J6LPC9;
Q9NJA1;
M4CA77;6.3.1.14
C8V5L0;4.1.1.65
Q8DR56;
M1AFZ1;2.7.11.1
A0A2I4FW50;3.1.1.11
A0A059D9G6;2.7.1.40
A0A0R0E8N5;1.7.3.3
D8T6U1;1.6.2.2
M4EQ80;1.1.1.37
B5YMV7;"1.5.1.3; 2.1.1.45"
A0A3Q7HW29;1.2.1.84
A8HYI5;2.7.11.-
A0A1D5PV53;3.1.3.4
E1BLR2;
F6XVR0;2.8.2.-
K3YTU6;
M4E0G7;5.1.3.3
H9GJZ6;2.7.-.-
P0CP20;2.3.1.97
U3RGD2;
A0A061DSN1;2.5.1.6
K3ZTS9;
Q756N3;6.3.2.6
D8QRZ6;
W1NRY6;4.2.1.75
A0A238UKK1;
M4F6B5;3.6.5.-
P41043;2.5.1.18
A0A0K9NX30;
A0A6I8QBG0;
A0A3N7FDQ4;
K7LA88;
P05065;4.1.2.13
A0A3B5YSQ3;1.11.1.7
A9A626;
A0A0A0LS81;2.6.1.1
C0PF72;"2.3.1.1; 2.3.1.35"
B5YI11;2.5.1.-
F7F828;
F1M9V3;4.2.1.11
P00931;4.2.1.20
K7MQT5;3.5.1.2
Q17568;
A0A2J6KM42;
A0A3B6D788;
A0A6I8QEK0;
Q3B731;
A0A067DGS0;
Q8PAM7;
A0A3B3HZS7;2.7.1.67
A0A1U8PZX5;
A0A0K9R0G9;2.7.1.17
A0A1U8MXN6;
E1BV11;
K3XKB8;
Q9LYS5;
W1PVD4;
A2F266;
A2AQH1;
A0A3B3HEH0;"2.3.2.2; 3.4.19.13"
A0A078G8K8;
A0A2K3D5Z3;
A2FNI4;
A0A1S4A6Q2;
A0A067ENS2;
A0A3B5Z0R6;2.4.2.14
A0A6I8R6N6;2.7.11.1
G1KI73;
A0A2K3D112;3.1.4.-
F6HFV4;2.4.1.13
A0A0A0KCD5;
F7B5P4;
W1NZV7;6.3.3.1
A0A1Z5RKG3;2.7.11.1
F1MWH2;
A0A0K9PU34;
Q21795;1.14.13.9
A0A022QRZ9;2.7.11.1
Q89Q92;
M1D6P8;
I1IDI1;2.4.1.143
G1KR88;2.7.11.1
A0A2J6LX95;
K7MRG5;1.14.14.17
Q9FIA0;2.4.1.-
Q568J4;3.1.1.4
G3QZR0;
H9ENS2;2.7.11.1
Q0TYQ7;1.4.3.-
B7QB84;1.4.3.1
Q1LW04;
A0A287A1A9;2.7.1.107
A0A3B6NMH3;
A0A3B6EJH0;
I1N3G3;
Q58860;4.2.3.1
Q9VTN5;
A0A078H801;
Q55805;"3.5.1.2; 4.3.2.10"
G3RBK4;2.4.99.18
A0BJL7;
D8R6S4;2.4.1.129
W5MK89;2.7.1.11
A0A251T986;
A0A2K2AST9;
A0A067F1G8;
A0A3B3HDV3;
C5YJG8;1.6.2.4
A0A059CS02;
A0A0Q3HE97;
B9S7R8;2.7.1.35
A0A1U8J9N1;
W1PUG6;2.3.1.48
I1IDH0;2.7.11.1
A5D7A4;
M3W043;2.7.1.11
Q69II6;
C3YPM3;
A0A2I4ETU8;
B8LBV3;2.7.-.-
Q8EKA5;3.6.1.-
B9RU90;
A0A1U8N5F2;
A0A251U7E7;
A0A2K1X6N8;5.3.1.8
A0A0D1E758;
I1LEK6;
A0A1U8MYM4;1.6.2.4
P35992;3.1.3.48
Q0V6I6;
Q8EJA1;2.3.1.51
F1R417;2.7.11.1
Q9KXQ5;2.7.1.71
Q54JY1;
Q6ETM9;2.7.11.1
A0A1S4A8W1;1.4.3.-
K7AZ73;
A0A251U528;
E9QBJ8;
B8DZV3;2.5.1.72
Q8DN46;6.1.1.21
F6Z6X9;
Q8IN17;"1.2.1.-; 1.2.1.88"
A0C6Q1;
A0A022QFL8;
A0A1U8IRN2;4.3.1.19
A0A067FW36;
A8BUB5;2.7.11.1
Q20599;
K7L1U2;
B5YIE4;1.1.1.3
A2FZM6;2.7.11.1
A0A2G2ZFM4;
A0A2K1L452;
A0A3B6IQY9;
M4EWD3;
O64888;2.7.6.1
P0AEC5;2.7.13.3
F6X419;
H2QJM9;2.7.1.107
P25378;
A2EJF3;
Q5KG05;
Q9FJI2;
A0A1U8Q4B9;4.1.1.50
A0A067E3D8;
A7SL97;1.17.4.4
F6TRE4;
A0A251VAS9;
Q2FZC6;5.1.1.3
Q38C42;2.7.1.-
A7T7I9;
Q92685;2.4.1.258
A0A0K9NU23;
C4MA14;
P0AGG2;3.1.2.20
Q54U78;
A0A3B6HVQ1;
A0A3Q2U389;
A0A067GCW4;
F6PLR6;
A0A1D6HEY4;
D8RUM2;3.1.4.4
A0A1S3YY98;
A0A072VCE6;
A0A078JTC3;
C3ZQZ9;4.6.1.15
A0A3Q7ECS0;2.7.7.6
A0A090M4V7;
A0A2R8PV58;6.4.1.3
A0A1S4AY12;
A0A251VCQ1;2.7.11.1
H2XLX9;"1.16.1.6; 2.5.1.151"
Q8EBR5;3.1.3.5
D6WU91;2.7.1.30
A0A1D8PRR5;6.3.4.5
A0A3B6CHB0;
M1B533;
A0A251R7I2;1.13.99.1
D8SWF6;2.7.1.-
A0A059DB85;
E3KZF2;
Q8RFE6;3.6.1.9
Q7Q8E6;
Q8ZTE3;2.5.1.78
D7SJ08;
Q7S8U1;
A8DZH6;3.1.3.48
D7T9P1;2.7.7.15
B8BR87;6.1.1.5
A0A3Q1MIK4;"3.1.3.106; 3.1.3.4; 3.1.3.81"
Q5KNT3;
Q5I3B2;1.21.99.4
K7LGW1;4.2.1.2
A0A2K2CSN7;
A0A2I4H7B7;3.1.1.11
F1R5H2;2.4.2.-
A0A078FJR8;
G7IH33;
Q5A961;2.7.11.1
V5IKH7;1.15.1.1
H6QV71;
B9T580;2.1.1.221
A0A3B6AU28;
A0A0H2UJG7;
A0CR49;
K7V044;
W5MXL1;
A0A251TAV4;
D6WYY7;3.2.1.31
A0A059AHT2;
H3G5M2;
A0A1S3YTZ1;1.1.1.23
C3ZJ33;5.4.2.2
A0A1S4B1W3;
M5WZP9;
Q90669;2.7.11.30
C4B8W9;
F6HDK6;2.7.4.8
Q2MY51;3.1.1.-
Q568F6;6.3.4.4
H9G4T5;2.7.11.1
K7MNJ9;5.2.1.8
Q5KAD8;2.1.1.-
H2MQ77;2.7.11.30
Q52WY6;
A0A059DI20;2.7.4.8
Q5K7A8;2.3.1.48
D8RUH6;
F7B6Z2;
P18407;3.5.3.4
Q4QIZ4;
F0ZSU5;
D3ZXB2;1.14.19.17
M1AS01;2.7.7.6
Q961D4;2.7.11.1
A8Y4B9;6.4.1.1
Q21734;2.7.11.1
Q8REF9;
A0A067D6F9;
F1NHR1;
A0A2C9W8V0;
Q56XY2;3.6.5.-
A0A2K1IVM5;
A0A0R0KVT1;3.6.1.1
Q7NNJ7;4.1.1.31
A0A3B6H6B1;
T1G5G5;
A0A2I2V4E3;3.1.4.-
A0A2I4GUK3;5.6.1.1
Q8IVS2;2.3.1.39
A0A2C9VHB6;
H2QBZ4;4.2.1.11
A0A0K9RSE7;1.8.98.2
A2E157;
F6Z7K6;6.1.1.20
A0A1S4BL32;
Q4WDE1;"1.13.11.53; 1.13.11.54"
A0A2J6LTJ3;1.11.1.7
Q5KEB2;1.4.3.-
B9I105;
A0A0A0LD12;
Q8ZNA7;"1.1.1.35; 4.2.1.17; 5.1.2.3"
A0A251U4D3;6.2.1.12
F4NRZ4;4.1.1.50
Q924N5;6.2.1.3
Q9TT94;1.14.19.1
B9HK69;1.1.1.95
Q7NF11;
Q22017;2.7.7.2
A0A059CZ88;2.7.11.1
M4EPR3;3.1.1.-
A0A1P8B4J3;
B9RZT4;2.7.1.157
A0A3B6A104;3.1.4.46
A0A3Q7IP94;
F1A2J8;
Q9SS01;6.2.1.25
Q8RFA8;2.7.7.38
Q4X1Z4;1.1.1.8
A0A1U8E9I9;
A0A1D6HUW8;"1.13.11.53; 1.13.11.54"
G7L1S8;
Q08C12;
Q5BEK0;
A0A368SI56;
A0A2C9VBR9;
D7TWY4;
A0A337S5X7;
P47196;2.7.11.1
Q5W7F1;3.5.1.23
Q8A384;
A0A2I3SMC7;2.1.1.221
A0A2J6JZC0;
Q0P7H4;
A0A061FL99;1.11.1.6
B4F8A5;
H2XXM0;
Q00UJ4;
A0A1U8KRN2;
F7FI80;
D6WY32;2.7.11.1
B1H2S0;6.3.4.2
P0CN76;2.7.7.12
Q8ZA88;4.3.2.1
K7L7E5;1.11.1.7
Q9XAS2;3.7.1.2
C3Z6N9;
P0CZ24;1.3.3.6
A0A1U8PDA3;2.7.7.50
A0A0K9NUL3;6.1.1.9
A0A1U8NM64;
F6VBA7;
A0A3B6TQH4;
A0A3B3HUS5;
A0A2R8QKL9;
P05510;7.1.1.2
B9MVA7;
A0A1U8MCB7;
Q8SXC6;
A0D6A6;
C3YMK8;4.6.1.1
A0A1U8JXK0;
A4IHM5;
F7CCR9;
P08166;2.7.4.3
A7EIM0;
A0A2I4F5F1;
J9ULI1;
F6TB05;
Q1LW08;
A0A078H2P2;
F6V2C5;
M4DTZ3;
A0A2G3AA84;
A7RLW5;
A0A3Q7H521;
A0A0K9PPK7;
A0A3Q7F5K2;
A5AXG5;
M4ETM8;
A0A6I8SDZ1;4.1.2.13
A9V0D9;
A0A067DDF7;2.4.1.143
Q6CGV2;"1.1.1.23; 3.5.4.19; 3.6.1.31"
A0A2I4FJ77;5.4.4.2
A9WFV0;1.5.1.2
A0A1D6EZM4;
F1P5B4;3.5.3.1
P54840;2.4.1.11
C5YL43;2.7.1.150
B8BZF0;2.7.7.48
A0A1U8L3M8;
B9RX57;2.8.1.8
A0A0D1DWB2;
A0A1S3YXC4;1.3.3.4
A7EDM8;
C4J3T2;
K7KDW9;
P08541;2.4.1.17
Q7ZVM0;
A0A3B6PTB5;
A0A2G2ZF13;4.1.2.25
F6WB51;
A0A067F4I9;
F7CW18;2.7.10.2
A0C4X5;
P05091;1.2.1.3
H3FKF6;1.2.4.1
A0A3Q7GVZ3;
A0A2G3APC5;3.6.1.1
H3DRJ7;
P21156;2.7.7.4
A0A1U8AH36;1.8.1.7
A0A3B6TQL7;2.3.2.31
K3YPZ2;3.6.5.-
A0A1U8JI22;6.1.1.19
A0A3B5XW19;
C5X3I2;
A0A1U8HH11;
A0A3Q7GSF6;
Q4Q837;2.3.1.48
A0A251SY25;3.1.4.4
Q6NKR2;"3.1.3.16; 3.1.3.27; 3.1.3.48"
A0A2G2ZH82;
T1FMP5;2.3.3.10
A0A078FY15;2.7.11.24
H2QCK4;
Q8PAP4;
B9IHX0;1.1.1.8
A0A0K9QWD4;
A0A0D1CF95;
A0A2G2Z857;3.6.4.12
H3E966;6.2.1.3
A0A1U7ZHQ6;3.1.3.4
D8S4F6;2.7.4.3
P18120;1.1.1.85
A0A2G2YJA2;
A0A2G2YV04;6.2.1.12
Q5BDF2;3.5.1.25
A0A2I4DGQ7;3.1.3.12
D6X383;4.4.1.1
A0A2I4F7S0;
I1IY82;
P06193;2.6.1.85
Q7ULP9;6.5.1.-
A0A0D1CQQ3;
E9HIC2;
M3W118;
M4ENZ9;
A0A3B6KHT7;
F6I0K4;1.11.1.6
W6RYA7;
G3QQP6;
P9WP29;2.7.1.107
A0A287AGV9;"2.7.7.50; 3.6.1.74"
E9FTU6;
A0A368RQ79;1.1.1.82
T1FZJ8;
A0A2K1X4P1;
A0A1D6I4U1;
A0A0K9NXV8;2.3.2.8
A2F0D1;1.3.1.-
A0A2J6LJ43;
C3Y1Y8;
A0A075T0L0;2.7.8.11
A0A1S3YS67;1.11.1.7
A0A3B6LV38;4.1.1.33
F6TXV6;
Q89GV3;4.3.1.3
A0A059CJX4;
M3X4P7;3.1.2.22
A0A251T053;
A0A2J6LMB0;
A0A2C9UGW6;
Q9WTU6;2.7.11.24
D8SAW8;3.1.1.-
Q9W3U0;
E9GL83;1.3.1.-
F6UVE7;
M1FQK6;7.1.1.2
M4DKW7;
Q381A3;
A0BIN8;
D8R5K0;
A5I0T6;6.1.1.17
A0A1S4CX05;
A7EMW8;2.3.1.286
A0A2K3DKN9;
C3ZCK0;
A0A368QHH7;
A0A251SSI0;
A0A3N7FPV9;
Q6YUS5;
Q54WF2;
Q7CQR1;4.-.-.-
Q81PP9;3.5.1.9
F7DZS6;2.3.2.5
Q9RYG0;
A0A0A0K7K8;2.6.1.2
E9H4Q2;
A0A1D8PFW6;
A0A251PRK6;2.3.1.30
Q5XJ09;5.3.1.9
Q9NR71;"3.5.1.-; 3.5.1.23"
A0A251US59;
A0A1D8PKQ6;
A0A0D1DUB4;
A0A3B3H6Z2;
A0A2J6K8Q3;2.7.11.1
A0A3B5ZRA7;1.11.1.7
D8RMR9;1.11.1.7
A0A0R0J2I4;3.1.2.-
E9I758;
Q7NKG7;
H9GQ35;
A0A1U8JR99;
A0A251U476;
F0ZLM6;
B9HL21;
B9SST7;1.2.1.84
A0A1U8KEM2;
Q7JMZ0;
D7TRR8;
M3WPI7;3.6.4.13
Q14376;"5.1.3.2; 5.1.3.7"
Q7PNG1;
A0A0K9RVN1;3.6.4.13
E9QBD3;
F7A3Q5;3.1.4.12
B9SZ42;
Q6J264;3.5.1.24
A0A2J6LUY8;1.13.99.1
F0ZXI7;
R4GDQ8;
A0A3B3H7B0;
I1IN59;3.2.1.26
I3ISN6;
A0A3Q1N473;
A0A059AQF2;
B5YID2;
P65748;3.6.1.1
F4PDS4;
H3G9Q8;1.1.1.44
Q91XU0;3.6.1.-
A0A1S4CN33;
A0A1S4A023;3.1.3.11
M4DSU1;3.1.1.11
B3S6B1;
P55984;2.5.1.-
Q62726;2.7.11.1
R4GIB4;
B7P9R9;
A0A072V0R0;
A0A3Q1MGL7;
G7KFL6;
A0A061F0S7;4.2.1.11
F1A587;
O74985;
A0A2I3SYU7;1.14.14.-
Q9KTB6;4.99.1.1
C3ZDA1;
A0A287B402;
A0A2R8RVT1;6.1.1.3
A0A1D6JXH9;
A9UW29;
H3FY95;
Q6QM15;3.6.5.1
A0A067DSB3;
A0A368SBL4;3.6.4.12
Q9UJA2;2.7.8.41
A0A2I4FZZ1;2.7.11.24
I3LPK4;
M4DG76;
K7KYB1;4.2.1.3
Q2FZ20;2.7.7.8
A0A251UTE6;
O04362;2.7.11.24
B7PK88;3.1.1.4
A0A3B6NK56;
B7QFT6;
A0A061EYF7;2.8.2.-
Q3SD40;
D7TYF2;
A9RJD1;1.3.3.3
A0A0P0WBF4;
Q9LV33;3.2.1.21
Q75CK3;
F5HMH9;
A0BR74;
A0A067EIW0;
A0A251RIR2;
A0A287ASE8;3.1.3.48
D8T1V0;4.2.1.91
Q8A6K0;2.4.2.1
B9TN43;2.3.1.16
G7NRG2;
A0A0A0KYK0;
U5CZ04;
A0A1U8AKU4;
A0A1U8NFY0;
A8WW80;
A0A0S2M5M3;
A0A286ZS42;
A0A1U8LMZ5;
A0A251UHS9;5.2.1.8
P31764;2.7.7.12
P74506;
Q9HPV7;6.5.1.-
A0A368SFK9;
Q39659;"1.1.1.35; 4.2.1.17; 5.1.2.3; 5.3.3.8"
F6QYL3;3.1.4.-
A0A2I4G4T4;3.6.5.-
A0A1S3Y3V1;
B9RAT2;
Q8W4F3;6.1.1.18
A0A2K1JJF0;
G1KDX5;2.7.11.1
A0A3Q7ESX1;1.11.1.7
Q8IMI2;1.14.11.2
A0A090M9A7;
M4D5N2;2.7.1.-
A9A401;2.4.2.10
A0A1U7ZP60;5.6.1.1
Q57ZI1;2.7.1.23
C8VR90;
I1MTD2;
M4E8H5;
Q9BKJ2;2.7.1.67
A0A3B6ISL1;
A0A139WLC8;3.2.1.51
A0A1U8NFL7;
A0A1S4D9E5;2.1.1.56
C8V9A0;
B9HHB6;
Q7NHZ4;
G7IME0;2.7.1.31
X1WGT2;3.1.3.48
M1A7W6;
D8QUI7;5.2.1.8
Q5BCQ9;
A0A067FMB6;3.1.1.11
M5WJZ2;3.5.1.23
M3VUA3;"1.16.1.6; 2.5.1.151"
A0A1S4BMP7;
A0A2I4E344;2.4.2.-
B7P3T0;2.7.12.1
H2LNQ4;2.7.10.2
H3G6G6;
A0A0A0LW46;
M5XDH6;2.7.1.40
A0A3B6IMU8;
I1I5J4;
U5D1M7;
K4ABL5;5.2.1.8
A0A061GGC7;2.4.1.1
A0A0S2LHZ7;
A0A078J373;
H2MHT6;6.1.1.2
Q75F16;6.1.1.4
A8X386;
F4JD24;3.2.1.96
A0A1U8MNH9;
B7P7P5;2.7.1.107
C3ZFI9;2.4.1.16
M4D596;2.1.1.60
I6X827;
Q8H183;3.5.1.6
A0A1D6L6F2;
A0A059BJP8;
F4K5W8;2.4.1.13
B7PYY2;2.7.11.14
Q9EQW8;"2.8.2.-; 2.8.2.8; 3.-.-.-"
F2Z5H1;
G7JTU1;2.3.1.-
A0A3Q7G6H2;
A9V664;6.1.1.20
G7L4R0;1.14.13.81
T1G7H1;2.4.2.7
Q2FYF5;2.7.4.25
A0A2G2Z0Z3;
A0A1S4DQY5;1.5.1.20
B0R184;
Q5JF17;"4.1.1.36; 6.3.2.5"
F6SZG4;2.4.2.8
A0A1U8FFX4;4.1.1.31
A0A061ENK9;6.3.5.-
A0A0D1DX67;
A0A0D1EA76;2.7.11.1
Q8IEE9;2.7.7.15
P9WGZ5;3.1.26.11
A2FHA9;2.7.6.2
A0A1U8JTV6;
A0A2J6JFY4;
D4AA38;
K3ZEV1;
H3HA30;
A0A286ZIG4;2.7.1.35
A0A078GC65;
B3SB32;
H9GDB4;2.5.1.59
K7WU45;
Q4WJ75;1.2.4.1
K4AAP7;
A0A078GK13;
O88029;
B9IJ21;6.3.4.4
A0A3Q7I749;
D8RTB2;
M4F3C7;
D7SL30;1.8.7.1
M4DGV8;
A0A078GRA6;2.3.1.225
B8CFY6;
Q9XAQ5;7.1.1.-
G7JJ27;
